1,0,1,A47B9D000001,02-28 15:11:54
2,0,2,A47B9D000001,02-28 15:12:01
3,0,3,A47B9D000001,02-28 15:12:05
4,0,4,A47B9D000001,02-28 15:12:09
5,0,5,2c3ae8080000,02-28 15:12:13
6,0,6,2c3ae8080000,02-28 15:12:13
7,0,7,A47B9D000001,02-28 15:12:14
8,0,8,A47B9D000001,02-28 15:12:14
9,0,9,A47B9D000001,02-28 15:12:19
10,0,10,2c3ae8080000,02-28 15:12:19
11,0,11,2c3ae8080000,02-28 15:12:19
12,0,12,A47B9D000001,02-28 15:12:20
13,0,13,A47B9D000001,02-28 15:12:23
14,0,14,2c3ae8080000,02-28 15:12:23
15,0,15,2c3ae8080000,02-28 15:12:23
16,0,16,A47B9D000001,02-28 15:12:25
17,0,17,A47B9D000001,02-28 15:12:27
18,0,18,2c3ae8080000,02-28 15:12:27
19,0,19,2c3ae8080000,02-28 15:12:27
20,0,20,A47B9D000001,02-28 15:12:29
21,0,21,A47B9D000001,02-28 15:12:37
22,0,22,2c3ae8080000,02-28 15:12:37
23,0,23,2c3ae8080000,02-28 15:12:37
24,0,24,A47B9D000001,02-28 15:12:38
25,0,25,A47B9D000001,02-28 15:16:58
26,0,26,A47B9D000001,02-28 15:17:05
27,0,27,2c3ae8080000,02-28 15:17:10
28,0,28,2c3ae8080000,02-28 15:17:10
29,0,29,2c3ae8080000,02-28 15:17:10
30,0,30,A47B9D000001,02-28 15:17:15
31,0,31,2c3ae8080000,02-28 15:17:17
32,0,32,2c3ae8080000,02-28 15:17:17
33,0,33,2c3ae8080000,02-28 15:17:17
34,0,34,A47B9D000001,02-28 15:17:17
35,0,35,2c3ae8080000,02-28 15:18:51
36,0,36,2c3ae8080000,02-28 15:18:51
37,0,37,2c3ae8080000,02-28 15:18:51
38,0,38,2c3ae8080000,02-28 15:18:56
39,0,39,2c3ae8080000,02-28 15:31:02
40,0,40,2c3ae8080000,02-28 15:31:02
41,0,41,2c3ae8080000,02-28 15:31:02
42,0,42,2c3ae8080000,02-28 15:31:03
43,0,43,2c3ae8080000,02-28 15:31:03
44,0,44,2c3ae8080000,02-28 15:31:03
45,0,45,2c3ae8080000,02-28 15:31:04
46,0,46,2c3ae8080000,02-28 15:31:04
47,0,47,2c3ae8080000,02-28 15:31:04
48,0,48,2c3ae8080000,02-28 15:31:05
49,0,49,2c3ae8080000,02-28 15:31:05
50,0,50,2c3ae8080000,02-28 15:31:05
51,0,51,2c3ae8080000,02-28 15:31:06
52,0,52,2c3ae8080000,02-28 15:31:06
53,0,53,2c3ae8080000,02-28 15:31:06
54,0,54,2c3ae8080000,02-28 15:31:07
55,0,55,2c3ae8080000,02-28 15:31:07
56,0,56,2c3ae8080000,02-28 15:31:07
57,0,57,2c3ae8080000,02-28 15:31:08
58,0,58,2c3ae8080000,02-28 15:31:08
59,0,59,2c3ae8080000,02-28 15:31:08
60,0,60,2c3ae8080000,02-28 15:31:08
61,0,61,2c3ae8080000,02-28 15:31:09
62,0,62,2c3ae8080000,02-28 15:31:09
63,0,63,2c3ae8080000,02-28 15:31:09
64,0,64,2c3ae8080000,02-28 15:31:10
65,0,65,2c3ae8080000,02-28 15:31:10
66,0,66,2c3ae8080000,02-28 15:31:10
67,0,67,A47B9D000001,02-28 15:31:11
68,0,68,2c3ae8080000,02-28 15:31:11
69,0,69,2c3ae8080000,02-28 15:31:11
70,0,70,A47B9D000001,02-28 15:31:12
71,0,71,2c3ae8080000,02-28 15:31:12
72,0,72,2c3ae8080000,02-28 15:31:12
73,0,73,A47B9D000001,02-28 15:31:13
74,0,74,2c3ae8080000,02-28 15:31:13
75,0,75,2c3ae8080000,02-28 15:31:13
76,0,76,A47B9D000001,02-28 15:31:14
77,0,77,2c3ae8080000,02-28 15:31:14
78,0,78,2c3ae8080000,02-28 15:31:14
79,0,79,A47B9D000001,02-28 15:31:15
80,0,80,2c3ae8080000,02-28 15:31:15
81,0,81,2c3ae8080000,02-28 15:31:15
82,0,82,A47B9D000001,02-28 15:31:16
83,0,83,2c3ae8080000,02-28 15:31:16
84,0,84,2c3ae8080000,02-28 15:31:16
85,0,85,A47B9D000001,02-28 15:31:17
86,0,86,2c3ae8080000,02-28 15:31:17
87,0,87,2c3ae8080000,02-28 15:31:17
88,0,88,A47B9D000001,02-28 15:31:18
89,0,89,2c3ae8080000,02-28 15:31:18
90,0,90,2c3ae8080000,02-28 15:31:18
91,0,91,A47B9D000001,02-28 15:31:19
92,0,92,2c3ae8080000,02-28 15:31:19
93,0,93,2c3ae8080000,02-28 15:31:19
94,0,94,A47B9D000001,02-28 15:31:20
95,0,95,2c3ae8080000,02-28 15:31:20
96,0,96,2c3ae8080000,02-28 15:31:20
97,0,97,A47B9D000001,02-28 15:31:21
98,0,98,2c3ae8080000,02-28 15:31:21
99,0,99,2c3ae8080000,02-28 15:31:21
100,0,100,A47B9D000001,02-28 15:31:22
101,0,101,2c3ae8080000,02-28 15:31:22
102,0,102,2c3ae8080000,02-28 15:31:22
103,0,103,A47B9D000001,02-28 15:31:22
104,0,104,2c3ae8080000,02-28 15:31:23
105,0,105,2c3ae8080000,02-28 15:31:23
106,0,106,A47B9D000001,02-28 15:31:24
107,0,107,2c3ae8080000,02-28 15:31:24
108,0,108,2c3ae8080000,02-28 15:31:24
109,0,109,A47B9D000001,02-28 15:31:25
110,0,110,A47B9D000001,02-28 15:31:25
111,0,111,2c3ae8080000,02-28 15:31:25
112,0,112,2c3ae8080000,02-28 15:31:25
113,0,113,A47B9D000001,02-28 15:31:26
114,0,114,2c3ae8080000,02-28 15:31:26
115,0,115,2c3ae8080000,02-28 15:31:26
116,0,116,A47B9D000001,02-28 15:31:27
117,0,117,2c3ae8080000,02-28 15:31:27
118,0,118,2c3ae8080000,02-28 15:31:27
119,0,119,A47B9D000001,02-28 15:31:27
120,0,120,2c3ae8080000,02-28 15:31:28
121,0,121,2c3ae8080000,02-28 15:31:28
122,0,122,A47B9D000001,02-28 15:31:29
123,0,123,2c3ae8080000,02-28 15:31:29
124,0,124,2c3ae8080000,02-28 15:31:29
125,0,125,A47B9D000001,02-28 15:31:30
126,0,126,A47B9D000001,02-28 15:31:30
127,0,127,2c3ae8080000,02-28 15:31:30
128,0,128,2c3ae8080000,02-28 15:31:30
129,0,129,A47B9D000001,02-28 15:31:31
130,0,130,2c3ae8080000,02-28 15:31:31
131,0,131,2c3ae8080000,02-28 15:31:31
132,0,132,A47B9D000001,02-28 15:31:32
133,0,133,2c3ae8080000,02-28 15:31:32
134,0,134,2c3ae8080000,02-28 15:31:32
135,0,135,A47B9D000001,02-28 15:31:32
136,0,136,2c3ae8080000,02-28 15:31:33
137,0,137,2c3ae8080000,02-28 15:31:33
138,0,138,A47B9D000001,02-28 15:31:33
139,0,139,2c3ae8080000,02-28 15:31:34
140,0,140,2c3ae8080000,02-28 15:31:34
141,0,141,A47B9D000001,02-28 15:31:35
142,0,142,A47B9D000001,02-28 15:31:35
143,0,143,2c3ae8080000,02-28 15:31:35
144,0,144,2c3ae8080000,02-28 15:31:35
145,0,145,A47B9D000001,02-28 15:31:36
146,0,146,2c3ae8080000,02-28 15:31:36
147,0,147,2c3ae8080000,02-28 15:31:36
148,0,148,A47B9D000001,02-28 15:31:37
149,0,149,2c3ae8080000,02-28 15:31:37
150,0,150,A47B9D000001,02-28 15:31:37
151,0,151,2c3ae8080000,02-28 15:31:37
152,0,152,2c3ae8080000,02-28 15:31:38
153,0,153,2c3ae8080000,02-28 15:31:38
154,0,154,A47B9D000001,02-28 15:31:38
155,0,155,2c3ae8080000,02-28 15:31:39
156,0,156,2c3ae8080000,02-28 15:31:39
157,0,157,A47B9D000001,02-28 15:31:40
158,0,158,A47B9D000001,02-28 15:31:40
159,0,159,2c3ae8080000,02-28 15:31:40
160,0,160,2c3ae8080000,02-28 15:31:40
161,0,161,A47B9D000001,02-28 15:31:41
162,0,162,2c3ae8080000,02-28 15:31:41
163,0,163,2c3ae8080000,02-28 15:31:41
164,0,164,A47B9D000001,02-28 15:31:42
165,0,165,2c3ae8080000,02-28 15:31:42
166,0,166,A47B9D000001,02-28 15:31:42
167,0,167,2c3ae8080000,02-28 15:31:42
168,0,168,2c3ae8080000,02-28 15:31:43
169,0,169,2c3ae8080000,02-28 15:31:43
170,0,170,A47B9D000001,02-28 15:31:43
171,0,171,2c3ae8080000,02-28 15:31:44
172,0,172,2c3ae8080000,02-28 15:31:44
173,0,173,A47B9D000001,02-28 15:31:44
174,0,174,A47B9D000001,02-28 15:31:44
175,0,175,2c3ae8080000,02-28 15:31:45
176,0,176,2c3ae8080000,02-28 15:31:45
177,0,177,A47B9D000001,02-28 15:31:46
178,0,178,2c3ae8080000,02-28 15:31:46
179,0,179,2c3ae8080000,02-28 15:31:46
